Issue id,Duplicates
126765,['125998']
126778,"['857267', '124386']"
126781,['57424']
126790,['126702']
126797,"['126639', '106825']"
126800,"['125473', '126443']"
126806,['124968']
126813,['126856']
126827,"['123840', '124791', '122951', '123653', '123218']"
126841,['23690']
126845,['123494']
126853,['125211']
126855,['126728']
126856,['126813']
126857,"['126114', '123419', '126159', '124395', '126785']"
126859,['71800']
126873,['116109']
126874,['138734']
126888,['126754']
126896,['126908']
126908,['126896']
126909,['125998']
126914,['44657']
126916,['27035']
126925,['27035']
126927,"['866181', '46153']"
126928,"['323878', '123145', '48063', '82174']"
126930,['124870']
126943,['127000']
126944,['125989']
126952,['126946']
126978,['126896']
126981,"['123984', '117221', '121132', '13516']"
126984,"['90181', '126925']"
126988,['69665']
126989,['125612']
126990,"['118050', '122993']"
127000,['126943']
127003,['126373']
127009,['67068']
127012,['127067']
127013,"['125103', '121636', '122426', '122312']"
127025,['41574']
127029,"['61386', '124799', '124238']"
127058,['119375']
127064,['106583']
127065,['119510']
127106,"['70656', '122233', '123262']"
127138,"['142218', '116200', '161543']"
127152,['126725']
127183,['137676']
127186,"['105933', '120370', '122679', '108551', '118594']"
127199,['118528']
127204,['110450']
127205,['126140']
127218,['124619']
127219,['124611']
127221,['126195']
127229,['123712']
127234,['126725']
127235,['126197']
127243,['124223']
127245,"['144565', '143084', '141227']"
127267,"['120618', '125008']"
127271,['126725']
127282,['126108']
127292,"['115104', '123612', '63690', '126709', '109959']"
127293,"['115104', '123612', '63690', '126709', '109959']"
127296,['114776']
127303,['127618']
127317,['100890']
127328,['123514']
127357,['127500']
127365,"['154483', '142934']"
127365 ,['163722']
127390,['124226']
127397,"['782461', '103507']"
127398,['42356']
127408,['101865']
127413,['127431']
127436,['140851']
127449,['146988']
127452,['101822']
127453,['127507']
127458.,['127485']
127483,['127538']
127485,['127458']
127500,['127357']
127507.,['127453']
127518,['128496']
127538,['127483']
127550,['127443']
127553,['127583']
127566,"['868839', '127096']"
127571,['125989']
127574,['127548']
127576,['129423']
127581,['53715']
127618,['127303']
127652,['44829']
127665,['126845']
127696,['100840']
127699,"['152222', '134765', '134324']"
127735,['123565']
127737,['123077']
127739.,['128494']
127751,['43449']
127780,['127829']
127814,['125764']
127829,['127780']
127854,['128039']
127859,['126697']
127877,['127221']
127880,['78226']
127890,['113571']
127896,['79034']
127935,['126133']
127964,"['868839', '127096']"
127966,"['127269', '125580']"
127967,"['208208', '190380', '164788', '211120', '199779', '211771']"
127967 ,['206653']
127974,['116740']
128012,['126178']
128017,['126863']
128020,['118783']
128021,"['125473', '126800', '127914']"
128038,['129829']
128039,['127854']
128068,"['127568', '124788', '125300', '126259', '126425']"
128086,['40239']
128106,"['124799', '127029', '114588', '127481', '124238']"
128160,"['129323', '128511']"
128162,['129525']
128164,['126294']
128168,"['128163', '126689']"
128196,['130504']
128236,['128293']
128255,"['128286', '128486', '128433', '128265', '128437']"
128264,"['128308', '116857', '128515', '128435']"
128265,['128255']
128270,['113996']
128277,"['128609', '127633', '123361']"
128286,['128255']
128289,"['131340', '124667']"
128293,['128236']
128301,['128576']
128308,['128264']
128309,['123494']
128313,['126445']
128315,['119786']
128320,"['126225', '123709', '126445', '127308', '56838']"
128330,['30874']
128342,"['128488', '128552', '128611']"
128351,['128255']
128355,['137010']
128361,"['127763', '127739']"
128364,"['128342', '128320']"
128368,['128502']
128370,"['125515', '128269']"
128376,['128376']
128380,['127064']
128381,['113175']
128384,['128342']
128405,['126406']
128406,"['126138', '137864']"
128433,['128255']
128435,['128264']
128436,['54285']
128437,['128255']
128438,['128583']
128449,['84258']
128455,"['114391', '113175']"
128472,['128471']
128486,['128255']
128488,['128342']
128491,"['126411', '128068']"
128494,['127739']
128496,['127518']
128502,['128368']
128511,['128160']
128515,['128264']
128521,['128305']
128530,['119103']
128548,"['125993', '123900', '124791', '126827', '124488']"
128552,['128342']
128561,['83678']
128564,['129687']
128576,['128301']
128583,"['128893', '128852', '128791', '128438', '129166', '129327']"
128603,['79034']
128607,['128264']
128609,['128277']
128611,['128342']
128621,"['127633', '128277']"
128629,['107197']
128631,['119786']
128641,['129153']
128649,"['126827', '124488', '125993', '128548']"
128660,['133459']
128665,"['124788', '128068', '126625', '125300', '126425']"
128675,"['128283', '128419']"
128677,['128342']
128690,['127699']
128721,['99301']
128729,['126014']
128752,"['126445', '128320', '128749', '128456', '128435']"
128753,['121512']
128755,['129336']
128763,"['131876', '73194', '130735']"
128775,['126197']
128791,['128583']
128819,"['128805', '127518', '126943', '126406', '128643']"
128834,"['124030', '124851', '127256', '125616', '126999', '126842', '38878', '126000', '124932', '123931', '84857', '117967', '112463', '121127', '126398', '128628', '122493', '94307', '91132', '41351', '121805', '112730', '112293', '123413', '116989', '75559', '66971', '128853', '123469', '67176', '124825', '120912', '87956', '121217', '125890', '123260', '125464', '111022', '124023', '127746', '111578', '125598', '125295', '124775', '122713', '125906', '126450', '122276', '129047', '124005', '124341', '128698', '124495', '129347', '121175', '121006', '111655', '123020', '124401', '41860', '30191', '124565', '128538', '52875', '128648', '124313', '108885', '119746', '111580', '15370', '117621', '125026', '124800', '119464', '122316', '122879', '88682', '128780', '67988', '125922', '105691', '124505', '126684', '108271', '62104', '45470', '125919', '124065', '27759', '120679', '124850', '119207', '123389', '120580', '122004', '27286', '119513', '119847', '127596', '114994', '126277', '111626', '127818', '112099', '120447', '114423', '124611', '124037', '123438', '128345', '121825', '128726', '126817', '120022', '127219', '126346', '126793', '124115', '125041', '120752', '126872', '120620', '120882']"
128852,['128583']
128876,['128518']
128877,"['127640', '112272']"
128880,['129497']
128890,['127565']
128893,['128583']
128917,['53554']
128926,"['128893', '127640', '112272', '128443', '128877']"
128934,['86763']
128948,['123525']
128965,['131708']
128975,['130112']
128979,"['128940', '128926']"
128985,['57939']
128988,['120807']
128998,"['129559', '130687']"
129016,['110594']
129028,['58678']
129052,['126327']
129062,['137067']
129085,"['113675', '113723']"
129103,['120380']
129117,"['130411', '131845']"
129129,['94203']
129142,['128967']
129148,"['126411', '128491']"
129151,['128518']
129166,['128583']
129169,['128670']
129170,['46676']
129174,"['109771', '126690', '127928', '127968', '128874']"
129178,['160232']
129185,['47661']
129186,['128665']
129188,"['128979', '128940']"
129234,"['128653', '124192', '125379', '125945', '128231']"
129262,['113475']
129279,['130134']
129298,"['117353', '123134', '127339']"
129303,['115784']
129304,['93828']
129319 ,['129699']
129323,['128160']
129327,['128583']
129336,['128755']
129346,"['128443', '128893', '128926', '112272']"
129354,"['127806', '128403', '127213', '121129', '111255']"
129362,['128926']
129367,['127868']
129372,['115641']
129386,['126711']
129389,['106981']
129402,['113722']
129423,['127576']
129457,['135893']
129470,['125477']
129473,['143454']
129479,['126737']
129482,"['195745', '130000']"
129489,['78967']
129497,['128880']
129512,['125995']
129514,['129634']
129525,['128162']
129551.,['129579']
129559,['128998']
129579,['129551']
129587 ,['129703']
129634,['129514']
"129637
",['129951']
129663,['69665']
129687,['128564']
129693,['129694']
129695,['128755']
129699,['129319']
129702,['124128']
129703,['129587']
129708,['133517']
129719,['129730']
129729,['129648']
129740,['129739']
129750,['125876']
129759,"['96041', '118092', '112856']"
129768,['119375']
129769,['127213']
129777,"['129692', '117008']"
129796,['124667']
129829,['128038']
129838,['14710']
129868,['129813']
129879,['130249']
129891,"['151919', '166426']"
129900,['128490']
129917,['129918']
129918,['129917']
129928,['74857']
129936,['52116']
129951,['129637']
129959,['132230']
129966,"['129507', '127954']"
129967,"['126139', '128383']"
129971,"['126545', '128763']"
129973,"['129507', '129006', '128655', '127954', '126785']"
129979,['126405']
129981,"['125211', '128754', '128002', '125542', '126412']"
129999,['180253']
130000,['129482']
130036,['195609']
130040,['128262']
130055,['129666']
130057,['130902']
130070,['134766']
130071,"['28291', '116169']"
130082,"['196583', '134709']"
130093,"['123180', '845689']"
130096,['130660']
130109,"['352404', '40389']"
130110,"['133304', '133246']"
130112,['128975']
130134,['129279']
130135,"['126411', '128665', '128798', '129699']"
130136,['102532']
130144,['96552']
130156,"['115525', '133949']"
130192,['119598']
130194,['71800']
130195,['130196']
130196,['130195']
130198,['98819']
130206,"['115104', '109959']"
130216,['130314']
130219,"['130373', '130333']"
130225,['47841']
130227,['131261']
130228,['135512']
130233,['128967']
130239,['131745']
130240,['130981']
130248,['138291']
130249,"['890292', '129879']"
130261,"['128653', '127914', '128804', '129816', '128231']"
130268,"['121722', '125387', '126732', '129611']"
130272,['128763']
130283,['130096']
130285,['130268']
130296,['128548']
130297,"['147983', '132287']"
130297.,['132016']
130298,"['129802', '119243']"
130306,['125758']
130314,['133201']
130320,"['187119', '185146', '185671', '185004', '158494', '156234', '159376', '151315', '157645', '187193', '185065', '185827', '185138', '185989', '185235', '185263', '184830', '182638', '157951', '184791', '185861', '157884', '185354', '174017', '184933', '167057', '185469', '171693', '185182', '174698', '178052', '186031', '171368', '185760', '185742', '171350', '185012', '184893', '185165', '156668', '185274', '178427', '184863', '185445', '185699', '184835', '186916']"
130329,"['121722', '125759', '126732', '130268']"
130333,['130219']
130333 ,['130378']
130348,['124226']
130354,"['85735', '127753', '129158']"
130356,['130751']
130364,"['128383', '130014']"
130367,['152052']
130372,['115641']
130373,['130219']
130378,['130333']
130389,['129599']
130397,['126899']
130405,['130751']
130409,['128490']
130410,['134916']
130411,['129117']
130412,['132271']
130428,['130585']
130453,['25782']
130461,['130277']
130469,"['127124', '121613', '127978', '126200', '127318']"
130497,"['155662', '142962']"
130502,"['127599', '126231']"
130504,['128196']
130535,['100427']
130560,"['114391', '113175']"
130568,['106879']
130576,['129637']
130585,['130428']
130586,['131040']
130632,['106914']
130634,"['130316', '127154', '126924', '113915', '130243']"
130638,['309905']
130644,['123257']
130647,"['129047', '130617']"
130650,['70083']
130659,"['46295', '130096', '129182', '131266', '958697']"
130660,['130096']
130665,"['130397', '126898', '126899', '126897', '130546']"
130682,"['125211', '128754', '128002', '129981', '126412']"
130686,['51537']
130687,"['130690', '128998']"
130688,['130736']
130690,['130687']
130695,['126294']
130701,['84120']
130735,['128763']
130736,['130688']
130751,"['133121', '133131', '130405', '130356', '133796']"
130753,['27905']
130770,['130096']
130771,['121926']
130816,['130955']
130820,"['118838', '111308']"
130821,['137474']
130827,['130096']
130831,['45726']
130842,['130096']
130887,"['130024', '129483']"
130888,"['113742', '104208', '128132']"
13089,['121640']
130893,"['175206', '160874', '174290', '158445', '154177']"
130896,['130096']
130900,"['128976', '125413', '129669', '114397']"
130902,['130057']
130910,['133254']
130929,['130526']
130948,['131040']
130952,['130564']
130955,['130816']
130960,['51832']
130961,['123257']
130981,['130240']
130987,['130988']
130991,['130753']
130995,['195204']
130998,['130999']
130999,['130998']
131001,['132359']
131001.,['133528']
131011,"['113424', '126775', '44135']"
131023,['42475']
131070,"['132466', '36230']"
131072,"['130975', '130976', '130847']"
131087,"['128702', '130464', '110471', '128428', '129802']"
131092,"['148885', '155554']"
131112,"['130285', '126732', '130329', '126023', '121722']"
131114,['161873']
131128,['148079']
131129,['111678']
131136,"['127633', '129169', '128615', '126471', '128713']"
131170,['110594']
131226,['166632']
131236,"['130338', '126976']"
131261,['130227']
131262,['130640']
131265,['128637']
131270,['47841']
131272,['130962']
131273,"['130997', '129234', '129993', '131169', '128231']"
131294,['132150']
131304,['117657']
131332,['130772']
131340,['128289']
131344,['125758']
131346,['32505']
131348,['130928']
131349,['117657']
131376,['108271']
131386,['134069']
131389,['131580']
131397,['53992']
131398,['141474']
131426,"['131176', '130996']"
131435,['130367']
131441,"['122259', '124420']"
131446,['133608']
131471,['128269']
131472,['127741']
131483,['112280']
131499,['121480']
131527,['130338']
131580,"['148300', '131389']"
131601,['127449']
131609,['132150']
131640,['130617']
131646,['110446']
131656,"['86709', '47763']"
131674,"['130110', '117353', '128027', '128311', '126849']"
131684,['32461']
131685,['114885']
131696,['60198']
131698,"['128754', '130682', '131171', '128002', '129981']"
131703,['27759']
131708,['128965']
131717 ,['131787']
131733,['144395']
131742,['129417']
131745,['130239']
131747,['125686']
131759,['121673']
131766,['123722']
131771,['101297']
131787,['131717']
131790,['132150']
131805,['125609']
131817,"['133946', '192767']"
131842,['131843']
131843,['131842']
131845,['129117']
131866,['140220']
131869,['128763']
131876,['128763']
131897,['119370']
131909,['134559']
131940,"['149127', '167444']"
131961,['126209']
131964,['137407']
132001,['132173']
132005,['132173']
132011,['113175']
132016,['130297']
132073,['131742']
132089,['119327']
132105,['123056']
132111,['20958']
132129,['128763']
132132,"['557934', '31817', '85333']"
132143,['153261']
132145,['118140']
132149,"['132150', '132251', '132276', '132235', '132253', '132198', '132234', '132268']"
132150,"['132564', '132355', '132351', '132812', '132338', '131609', '131294', '131790', '132653', '132262', '132149', '132264', '132583', '132341', '132170', '132544', '132348', '132545']"
"132150
",['132787']
132150 ,"['132766', '132656']"
132150.,['133014']
132151,['132149']
132161,['75141']
132162,"['132222', '133333']"
132163,"['132336', '913204']"
132170,['132150']
132173,"['132629', '132226', '132418', '132696', '132515', '132310', '132779', '132526', '132625', '132814', '132229']"
132173 ,['132269']
132178,['132150']
132187,['132188']
132188,['132187']
132198,['132149']
132209,['134487']
132222,['132162']
132223,['132238']
132226,['132173']
132229,['132173']
132230,['129959']
132231,"['130996', '131092']"
132234,['132149']
132235,['132149']
132236,['132238']
132239,['128763']
132250,"['132430', '913499', '132364']"
132251,['132149']
132253,['132149']
132255,['128763']
132262,['132150']
132264,"['132150', '132321', '132326', '132296']"
132268,['132149']
132269,['132173']
132271,['130412']
132276,['132149']
132280,['132149']
132281,"['57803', '449495', '45693']"
132284,['128763']
132287,['130297']
132294,['124083']
132296,['132264']
132310,['132173']
132312,['128763']
132320,['136785']
132321,['132264']
132326,['132264']
132335,['132150']
132337,['132150']
132338,['132150']
132339,"['149935', '147835']"
132341,['132150']
132344,"['203320', '203720']"
132348,['132150']
132351,['132150']
132355,['132150']
132359,['131001']
132360,['132150']
132363,['132150']
132364,['132250']
132381,['132150']
132387,['132150']
132390,['132150']
132394,['132441']
132399,"['132336', '913204']"
132401,['112293']
132402,['132150']
132413,['132150']
132416,['912989']
132417,['111580']
132418,['132173']
132419,['132150']
132430,['132250']
132431,"['132998', '132685']"
132440,['132150']
132441,['132394']
132442,['132150']
132444,['132150']
132454,"['132150', '132426']"
132459,['132150']
132466,['131070']
132475,['132150']
132476.,"['133878', '132491']"
132478,['132150']
132480,"['132150', '128763']"
132489,['116763']
132491,['132476']
132500,['64566']
132506,['132150']
132515,['132173']
132526,['132173']
132533,['132150']
132535,['132150']
132538,['132150']
132544,['132150']
132545,['132150']
132547,['113175']
132556,['132150']
132562,['39278']
132564,['132150']
132568,['132571']
132571,['132568']
132581,['132150']
132583,['132150']
132598,['137814']
132607,['132150']
132615,['132150']
132620,['132150']
132621,['132150']
132622,['132150']
132625,['132173']
132627,"['913425', '132430']"
132629,['132173']
132631,['132150']
132633,['132150']
132634,"['132661', '132716']"
132643,['132153']
132653,['132150']
132656,['132150']
132657,['134202']
132661,['132634']
132664,['132150']
132668,['132669']
132669,['132668']
132675,['132150']
132680,['132150']
132685,['132431']
132692,['132150']
132696,['132173']
132706,['132150']
132713,['132150']
132716,['132634']
132729,['132150']
132747,['132150']
132753,['132150']
132766,['132150']
132768,['132150']
132776,['215923']
132779,['132173']
132787,['132150']
132789,['132150']
132790,['528103']
132795,['132150']
132801,['133452']
132810,['46403']
132812,['132150']
132814,['132173']
132823,['17268']
132827,['66750']
132828,['116450']
132845,['132150']
132863,['132150']
132869,"['132868', '132706']"
132878,['132150']
132886,"['132766', '132150']"
132912,['135274']
132923,['132150']
132944,"['219905', '193899']"
132953,['132150']
132957,['132150']
132958,['132150']
132965,['97941']
132972,['132173']
132975,['132150']
132978,['132150']
132980,['132150']
132984,['132150']
132998,['132431']
133014,['132150']
133034,['132150']
133054,['15178']
133062,"['131472', '33745', '210816']"
133066,['132150']
133074,['132150']
133075,['36951']
133084,['137932']
133090,['132150']
133115,['132609']
133121,['130751']
133128,['133295']
133131,['130751']
133137,['132150']
133201,"['137188', '136516', '137281']"
"133201

",['137051']
133214,"['117621', '160616']"
133246,['130110']
133247,"['133248', '133249']"
133248,['133247']
133249,['133247']
133254,['130910']
133275,['124968']
133278,"['170455', '175750', '169086']"
133295,['133128']
133304,['130110']
133333,['132162']
133345,['44953']
133355,['10121']
133362,['131319']
133372,['115641']
133383,['132476']
133392,['44953']
133393,['123374']
133397,['141543']
133400,['135127']
133408,['105657']
133409,['133410']
133410,['133409']
133417,"['363541', '111915']"
"133422
",['134121']
133430,['116740']
133435,['133440']
133438,"['193325', '193665', '213969', '164094', '164594']"
133440,['133435']
133442,['154058']
133444,"['147650', '152095', '151687']"
133452,['132801']
133459,['128660']
133503,['45802']
133505,['85898']
133512,"['135630', '171031']"
133514,['98404']
133520,['112037']
133528,['131001']
133542,"['133602', '141882', '167026', '153334', '171246', '143293', '156132', '141656']"
133562,['137062']
133575,['125993']
133580,['123056']
133583,['88927']
133587 ,['147492']
133593,"['133804', '134368', '133695']"
133597,"['138081', '138726', '139585']"
133602,['133542']
133608,['131446']
133613.,['134463']
133626,['126209']
133645,"['136524', '144578']"
133661,['134418']
133672,['34442']
133695,['133593']
133720,['126126']
133741,"['137499', '138505', '150339', '134028']"
133765,['150465']
133774,['115641']
133780,['96041']
133796,['130751']
133798,['113175']
133801,['135586']
133804,['133593']
133818,['173360']
133827,['96041']
133838,['133839']
133839,['133838']
133843,['172235']
133848,['44953']
133850 ,['133851']
133851,['133850']
133878,['132476']
133886,['42609']
133887,['44953']
133916,['134267']
133949,['130156']
133962,['133987']
133974,"['134024', '134018']"
133987,['133962']
134012,['85898']
134018,['133974']
134024,['133974']
134028,['133741']
134041,['134047']
134061,['45874']
134069,['131386']
134097,['135766']
134097 ,"['134107', '134110']"
134107,['134097']
134110,['134097']
134121,['133422']
134141,['133957']
134143,['133585']
134185,['132476']
134202,['132657']
134209,['46100']
134210,['44953']
134213,['32257']
134253,['110594']
134277,['44953']
134317,['112192']
134324,['127699']
134332,['137423']
134360,['110594']
134368,['133593']
134383,['135466']
134403,['134689']
134418,"['134574', '133661', '135277']"
134425,['133593']
134426,['10121']
134448,"['142483', '151071', '181727', '137595', '163421', '177613', '179443', '146572', '172281', '158016', '184481', '142192', '148381', '136670', '146606', '156981', '147566', '136973', '153023', '144983', '171360', '137643', '152551', '136672', '160677', '151548', '170409']"
"134448

","['159703', '173318']"
134463,['133613']
134470,['190027']
134487,['132209']
134491,['66750']
134495,['45874']
134514,['143227']
134519,['76253']
134520 ,['134540']
134528,"['134495', '134499']"
134540,['134520']
134551,['134552']
134552,['134551']
134559,['131909']
134571,['138664']
134574,['134418']
134579,['136109']
134598,['134638']
134606,['113175']
134617,['115266']
134621,['134801']
134635,"['143126', '143065', '141880', '141738']"
134636,['44953']
134638,"['134787', '134807', '134598', '134887']"
134644,['134267']
134645,['134696']
134663,['134762']
134665,"['135200', '135488', '135349', '135509', '134883', '135451', '135282']"
134666,['135344']
134666 ,"['135270', '135301', '135298']"
134677,['134644']
134681,['134666']
134689,['134403']
134692,['135350']
134694,['134710']
134696,"['134900', '135271', '134645']"
134699,"['938471', '134638']"
134701,"['752000', '136959', '136958', '37756']"
134709,['130082']
134710,['134694']
134716,"['938471', '134638']"
134722,"['938471', '134638']"
134740,['134770']
134743,['127365']
134749,['134259']
134750,['134976']
134760,"['938471', '134638']"
134762,['134663']
134763,"['938471', '134638']"
134765,['127699']
134766,['130070']
134770,['134740']
134772,"['938471', '134638']"
134775,"['134772', '134776']"
134776,"['938471', '134638']"
134780,"['938471', '134638']"
134787,['134638']
134788,['134789']
134789,['134788']
134790,['144371']
134796,['136703']
134797,"['938471', '134638']"
134798,"['938471', '134638']"
"134801
",['134621']
134807,['134638']
134818,"['938471', '134638']"
134819,"['938471', '134638']"
134822,['134801']
134826,"['938471', '134638']"
134854,"['938471', '134638']"
134866,['122193']
134878,['134921']
134883,['134665']
134884,"['938471', '134638']"
134887,['134638']
134888,['146415']
134897,['52116']
134899,['134696']
134900,['134696']
134901,"['938471', '134638']"
134908,['136914']
134916,"['917220', '130410']"
134921,"['134878', '126276']"
134923,['134638']
134928,"['938471', '134638']"
134935,['23099']
134943,"['938471', '134638']"
134944,"['938471', '134638']"
134947,"['938471', '134638']"
134956,['45874']
134957,['10121']
134966,"['938471', '134638']"
134971,['124226']
134974,"['938471', '134638']"
134975,"['938471', '134638']"
134976,['134750']
134988,"['938471', '134638']"
134989,"['938471', '134638']"
134990,"['938471', '134638']"
134991,"['938471', '134638']"
134992,"['938471', '134638']"
134993,"['134994', '134636']"
134994,['134993']
134998,"['938471', '134638', '134999']"
134999,['134998']
135002,['136730']
135008,"['938471', '134638']"
135009,['131742']
135027,['136300']
135029,"['938471', '134638']"
135032,"['938471', '134638']"
135040,"['938471', '134638']"
135042,"['938471', '134638']"
135047,"['938471', '134638']"
135048,['123257']
135049,['134666']
135065,"['938471', '134638']"
135080,"['938471', '134638']"
135085,"['938471', '134638']"
135090,['135551']
135098,['135099']
135099,['135098']
135113,['86964']
135114,"['146684', '137343']"
135143,['135386']
135154,['14710']
135171,['128732']
135200,['134665']
135204,['135143']
135206,['134696']
135212,['131742']
135223,['45874']
135242,['34103']
135257,['134696']
135263,['134696']
135270,['134666']
135271,['134696']
135274,['132912']
135276,['18651']
135277,['134418']
135280,['134666']
135282,['134665']
135291,['135522']
135297,['134418']
135298,['134666']
135301,['134666']
135306,['66750']
135311,['45874']
135313,['112406']
135334,['75141']
135336,['136275']
135343,['115075']
135344,['134666']
135349,['134665']
135350,['134692']
135356,['135357']
135357,"['135356', '135358']"
135358,['135357']
135363,['134418']
135370,['119204']
135373,['101718']
135386,['135143']
135403,['126023']
135406,['49925']
135435,['133201']
135450,['130367']
135451,['134665']
135466,['134383']
135477 ,['136090']
135485,['105110']
135488,['134665']
135490,['134418']
135509,['134665']
135512,['130228']
135521,['46403']
135522,['135291']
135534,['107398']
135544,['47841']
135551,['135090']
135559,['140736']
135586,['133801']
135621,['125686']
135630,['133512']
135648,['118476']
135659,['57939']
135681,['126523']
135707,['67147']
135713,"['200735', '137538']"
135730,['123399']
135749,['134470']
135750,['112293']
135752,['117657']
135766,"['135777', '135802', '134097']"
135769,['120568']
135777,['135766']
135781,['136616']
135786,['121129']
135802,['135766']
135817,['135726']
135822,['135925']
135829,['135867']
135833,['154358']
135838,['137224']
135855,['106914']
135864,['134418']
135867,"['135829', '135875']"
135875,['135867']
135885,['135881']
135890,['135806']
135893,['129457']
135925,['135822']
135929,['101865']
135940,['137284']
135949,['85930']
135951,['136374']
135966,['39601']
135969,['134665']
135976,['114640']
135977,"['135909', '953250']"
135985,['133201']
135998,['44953']
136014,['134431']
136016,['113175']
136026,['75141']
136039,['118300']
136049,['136366']
136074,['140352']
136080,"['67186', '19043', '114231', '88332']"
136090,['135477']
136092,['136573']
136099,['139842']
136104,['45987']
136108,['134696']
136109,['134579']
136138,['97095']
136152,['134665']
136168,['136265']
136174,['89930']
136181,"['954173', '39272']"
136193,['121897']
136239,['136240']
136240,['136239']
136250,['136381']
136265,['136168']
136275.,['135336']
136281,['116338']
136297,"['133201', '956430']"
136298,['75141']
136300,['135027']
136307,"['152957', '152958']"
136321,['134692']
136326,['137576']
136330,['134635']
136331,['82595']
136335,"['133201', '956430']"
136348,['136737']
136349,['97095']
136357,"['134956', '46587']"
136360,['82808']
136374,['135951']
136381,['136250']
136397,['137246']
136412,['136413']
136413,['136412']
136414,['171180']
136433,['81520']
136460,['137574']
136475,['138016']
136486,"['158510', '158447']"
136490,['28025']
136501,['46587']
136507,['46587']
136511,['134665']
136516,['133201']
136521,['136510']
136524,['133645']
136530,['47841']
136565,['86671']
136573,['136092']
136586,['134635']
136601,['151039']
136607,['83496']
136616,['135781']
136622,['136891']
136663,['136666']
136666,['136663']
136670,['134448']
136671,['136711']
136672,['134448']
136684,['136706']
136689,"['136712', '17952']"
136694,['136510']
136706,['136684']
136710,['136859']
136711,['138372']
136730,['135002']
136737,['136348']
136745,"['57803', '449495', '45693']"
136773,"['136522', '136514']"
136785,['132320']
136788,['136837']
136791,"['136814', '136952', '136799']"
136799,['136791']
136813,['136622']
136814,['136791']
136815,['136837']
136834,['136470']
136842,"['136841', '136791', '136837']"
136858,['136837']
136859,['136710']
136864,['140283']
136873,"['136841', '136837']"
136874,"['142227', '140848']"
136875,['136876']
136876,['136875']
136879,"['136873', '965402']"
136889,"['188359', '170967']"
136889 ,['212495']
136891,['136622']
136907,"['136873', '965402']"
136914,['134908']
136920,"['136873', '965402']"
136927,['136928']
136928,['136927']
136943,"['966107', '136837']"
136952,['136791']
136970,['136837']
136971,['142198']
136973,['134448']
136979,['131027']
137008,"['886804', '115641']"
137010,['128355']
137012,"['137778', '137350', '137583', '138655']"
137017,['137547']
137039,['137043']
137043,['137039']
137051,['133201']
137057,['34697']
137062,['133562']
137063,['137183']
137067,['129062']
137076,['123257']
137094,['136450']
137113,['136522']
137124,['136162']
137127,"['11751', '600120']"
137133,['137063']
137138,['347174']
137145,['137183']
137153,['137183']
137161,"['137178', '137063']"
137172,['137183']
137173,['131773']
137178,['137161']
137180,['133084']
137183,['137063']
137188,['133201']
137190,['139823']
137192,['28088']
137195,"['139269', '139099']"
137216,"['160226', '137395']"
137223,['137183']
137224,['135838']
137229,['137183']
137246,['136397']
137258,['137183']
137264,['137183']
137266,['137183']
137275,['149282']
137280,['137183']
137281,['133201']
137282,['137183']
137284,['135940']
137298,['137183']
137318,['137183']
137321,['137183']
137332,['112293']
137335,['136711']
137341,['125993']
137343,['135114']
137348,['137183']
137350,['137012']
137351,['137183']
137358,['147713']
137367,['139067']
137368,"['71425', '137386']"
137371,['130027']
137372,['103451']
137376,['137183']
137381,['137183']
137386,['137368']
137395,['137216']
137407,['131964']
137409,['137702']
137423,['134332']
137429,"['126899', '866041']"
137449,['121107']
137450,"['137772', '123257']"
137457,['137113']
137459,['34442']
137460,['138963']
137466,['84136']
137474,['130821']
137499,['133741']
137505,"['40239', '116740', '39272']"
137512 ,['138190']
137518,['137519']
137519,['137518']
137538,['135713']
137547,['137017']
137551,['140418']
137555,['66971']
137562,['136535']
137566,"['974750', '137012']"
137574,['136460']
137576,['136326']
137583,['137012']
137595,['134448']
137600,"['120342', '115227']"
137602,"['148002', '144445']"
137608,['137460']
137632,['140920']
137643,['134448']
137676,['127183']
137684,['129457']
137702,['137409']
137704,['145288']
137711,['137409']
137725,"['137780', '137856']"
137730,['106583']
137772,['137450']
137778,['137012']
137780,['137725']
137785,['137789']
137785 ,['137845']
137789,['137785']
137792,['137505']
137795,['138066']
137798,['137920']
137814,['132598']
137831,['137785']
137842,['137353']
137845,['137785']
137855,['31819']
137856,['137725']
137864,['128406']
137872,['142764']
137879,['137785']
137896,['143915']
137920,['137798']
137932,['133084']
137941,['137942']
137942,['137941']
137955,['22087']
137958,['111915']
138016,['136475']
138048,"['211560', '202692']"
138049,['138513']
138050,['141001']
138053,['113175']
138064,['37588']
138066,['137795']
138081,['133597']
138089,['137409']
138110,"['138966', '138687', '138750']"
138122,['138180']
138132,['136787']
138151,['138160']
138178,['142158']
138180,['138122']
138182,['136272']
138190,['137512']
138205,['137012']
138206,['167527']
138208,['105110']
138213,['117648']
138215,['138231']
138231,['138232']
138232,['138231']
138236,['136509']
138273,['138607']
138291,['130248']
138328,['31819']
138334,['138794']
138372,['136711']
138392,['47841']
138455,"['704529', '94307']"
138461,['142739']
138469,['22058']
138473,['217183']
138478,['47841']
138487,['116740']
138505,['133741']
138513,['138049']
138525,"['160967', '185929', '171381']"
138603,"['139020', '138797', '138810']"
138607,['138273']
138641,['79689']
138655,['137012']
138658,['138769']
138664,['134571']
138679,['134692']
138682,['134533']
138687,['138110']
138689,['138690']
138690,['138689']
